forum_id,reply_id,reply_layer,reply_time,user_id,reply_content,number_of_words,original_post_id,original_post_content,原贴字数
394072,4255453,19,2014/8/16 5:42,1,带这么多，走私？？？？玩笑。? ?带过胰岛素笔。安检很容易过了。保险点开个医生证明吧,42,4949616,"美国科学家近日在人体内发现了一种全新的“好”脂肪，它可提高胰岛素敏感性，降低血糖值，从而防治糖尿病。研究人员10月9日在美国《细胞》杂志上发表报告说，这种“好”脂肪是一种叫做“脂肪酸羟基脂肪酸”的脂质分子，此前没有引起人们注意，是因为它在人体细胞和组织内的水平较低。1.jpg(86.55KB,下载次数:0)下载附件保存到相册2015-4-2310:34上传脂质分子一般不利于健康，但也有少数脂质分子例外，如鱼油中含有的欧米伽-3型脂肪酸。但与哺乳动物自身无法生成欧米伽-3型脂肪酸不一样的是，人体自身便能制造并分解“脂肪酸羟基脂肪酸”分子。参与研究的美国索尔克研究所的阿兰·沙格泰利安教授说，有益脂质的种类不多，根据“脂肪酸羟基脂肪酸”表现出的功能，可以将其归入有益脂质。这一“好”脂肪是在研究一种脂肪酸水平较高的糖尿病抵抗小鼠时被发现的。脂肪酸水平高一般是胰岛素抵抗和葡萄糖不耐受的信号，但这种小鼠恰恰相反，不仅胰岛素敏感性提高，而且血糖水平得到控制。研究人员结合使用质谱分析和化学分析发现，此种小鼠的“脂肪酸羟基脂肪酸”水平比正常小鼠高出16到18倍。进一步研究显示，这种脂质分子导致小鼠血糖水平降低，胰岛素水平升高。研究人员还调查了存在胰岛素抵抗问题的糖尿病高风险人群，结果发现他们体内的“脂肪酸羟基脂肪酸”水平比正常人低50%至75%。研究人员认为，这些结果表明“脂肪酸羟基脂肪酸”水平的变化与糖尿病相关，因此这种脂肪酸有可能作为一种新方法防治糖尿病。此外，该分子还可减轻炎症，说明它也有潜力用于治疗类风湿性关节炎等炎性疾病。（本文转自中国科学院）",31
386734,4255454,58,2014/8/16 5:43,1,超市里面买的糖,7,4949778,我时不时感觉皮肤刺痛，问医生，医生没表示，我说我准备吃VB多维片，医生就说对我的刺痛有好处，难道是神经并发症啦！,20
395789,4257151,34,2014/8/16 19:17,1,长命百岁呢,5,4950026,发现糖尿病时，尿糖4+，那时以测尿糖为主，有尿必测。试纸便宜，仅2元一盒，没有采血的痛苦。后来尿糖就逐步降低，直至测不出来。有了血糖仪就不再测尿糖了。去看医生，问起尿糖情况，我直接回答现在没有尿糖。回来想想，没有通过检测，只是凭臆断回答。因此又去买了尿糖试纸，测了几次，果真是没有尿糖，这才放心。,14
395798,4257230,9,2014/8/16 19:58,1, 那是中国。若无管制，自无暴利,15,4950088,诺和诺德在美国推出新型减肥药Saxenda，1068美元/月来源：生物谷2015-04-2313:402015年4月23日讯/生物谷BIOON/--诺和诺德（NovoNordisk）近日宣布，在美国推出新型减肥药Saxenda（liraglutide，利拉鲁肽，3mg），该药是首个开发用于体重管理的胰高血糖素样肽-1（GLP-1）受体激动剂，已获美国、欧盟、加拿大批准。目前，美国减肥药市场相对拥挤，Saxenda所面临的挑战，除了来自市面上其他3款减肥药（Contrave，Qsymia，Belviq），还包括如何说服医生。而且，Saxenda售价高达1068美元/月，这将进一步刺激纳税人治疗肥胖的意愿，至于患者需要支付多少，将取决于Saxenda是否被其个人医疗保险覆盖。相比之下，Orexigen公司推出的减肥药Contrave售价仅200美元/月。不过，诺和诺德有自己的策略。作为糖尿病领域的巨头，诺和诺德与全美内分泌医师建立有良好关系，该公司认为，凭借这一点Saxenda就能领先其他竞争对手。而且，临床医生对Saxenda已经很熟悉，该药与诺和诺德年销20亿美元的糖尿病药物Victoza（利拉鲁肽，1.8mg）具有相同的活性药物成分。另外，诺和诺德对Saxenda的目标人群也有精准定位。该公司今年早些时候表示，正在积极争取Saxenda进入“病态肥胖”患者的医疗保险，即体重指数（BMI）≥35的目标人群。在该群体中Saxenda的成本效益非常明显，患者治疗后健康及生活质量取得大幅改观。不过，诺和诺德首席运营官KareSchultz在2014年Q4财报电话会议中表示，现在谈Saxenda究竟能取得多大程度的成功还为时过早。业界将这一言辞解读为诺和诺德部分承认了该公司将要面临的市场竞争。Vivus公司和Arena公司分别在2年前推出了各自的减肥药Qsymia和Belviq，但市场反响平平，之后日本药企卫材与Arena达成合作，部分提振了Belviq的销售。但最近卫材宣布裁员，将会对Belviq的营销带来不利影响。另一方面，Orexigen去年推出Contrave，并与武田达成营销合作。一些分析师认为，这一联盟将成为减肥药领域一个更强大的竞争对手。到目前为止，Contrave的处方量正在稳步增长，市场份额约为三分之一。目前，武田在Contrave上部署有900名销售代表。武田在美国推出糖尿病药物艾可拓（Actos）以来，也与全美内分泌医师建立了良好的关系，该公司推出的共同支付援助计划，降低了患者的支出，不过Belviq和Qsymia也有各自的优惠。诺和诺德表示，将为Saxenda部署500名销售代表。有分析师预计，Saxenda的销售峰值有望达到15亿美元，而诺和诺德也对该药的重磅销售潜力非常有信心。Saxenda强大的临床疗效证据Saxenda（利拉鲁肽，3mg）是利用糖尿病药物liraglutide（利拉鲁肽）开发而成的首款减肥药物，该药也是近几年获批的第4款减肥药，也是唯一的减肥针剂。Saxenda的适应症为作为一种辅助药物，联合低热量饮食及运动，用于体质指数（BMI）大于或等于30的成年人，或者是那些体质指数为27及以上、伴有高血压、2型糖尿病或高胆固醇等至少一种肥胖并发症的成年人。在临床试验中，liraglutide（3mg）结合饮食和锻炼，能够有效减轻患者体重，同时也显著改善了肥胖相关合并症，如高血压、血脂异常、睡眠呼吸暂停。而在肥胖症合并2型糖尿病或糖尿病前期（prediabetes）患者中，除了降低体重外，liraglutide（3mg）也显著改善了血糖控制。今年3月初，诺和诺德公布了Saxenda一项IIIa期临床研究的新数据。该研究在超重患者中开展，尽管这些患者没有糖尿病，但都伴有肥胖相关问题（如高血压或高胆固醇）。数据显示，肥胖患者采用Saxenda治疗后，其血糖和血压水平、腰围都下降了，生活质量也得到了大幅改善。该研究的一个重要目的是验证长期注射Saxenda能够有助于延迟2型糖尿病的发生，但目前数据尚不能很好说明这一点。目前，在全球范围内，肥胖症已成为一种严重威胁健康的流行病，并导致其他一些疾病发病率的上升，其中最为显著的是心血管疾病、糖尿病和癌症。liraglutide是新一代的人胰高血糖素样肽-1（GLP-1）类似物，具有葡萄糖浓度依赖性的降糖效应和β细胞保护作用，同时还具备多种降糖外效应：如减肥，调节血压、血脂等心血管危险因素。（生物谷Bioon.com）信源：UnitedStatesfirstcountrytolaunchSaxenda,9
395734,4259780,10,2014/8/17 22:32,1,我问问这事吧。应该是会发的，几个针头没几个钱。 大公司有钱。 大家别急，有消息，我尽快告诉大家。,48,4950529,今天去医院问医生脚趾疼说是并发症没特效药让吃维生素严重了吃甲沽胺心情真心开心不起来,73
395964,4259820,4,2014/8/17 22:56,1,我也在烦恼这个问题，北京空气质量太差了。,20,4952935,据说，胰岛素从冰箱取出时直接打的感觉不好，是什么感觉，有人体验过吗,38
372302,3858389,2,2014/2/26 14:50,24,只有云知道,5,4953861,查出糖尿病以来就没敢吃紫薯昨天没忍住生146克给消灭了餐二6.4还可以,81
372532,3858594,7,2014/2/26 16:01,24,血糖可以，“非常疲乏、容易累”是否吃得太少，身体不应太瘦。,29,4953956,"病程:12年,治疗方案:锐30R三针.",75
372549,3858843,2,2014/2/26 17:23,24,很值得关注的问题。,9,4588427,糖友们，我想问问大家你们的血糖仪和试纸一般在哪里购买，是网上还是在实体药店，我还从来没在网上购买过血糖仪呢，我觉得实体药店货源靠谱，但价格又太高，网上购买价格便宜一点，又不知性能怎样，各位前辈，给点经验之谈吧（最好说说你们的血糖仪牌子）拜托拜托,73
372566,3859044,3,2014/2/26 18:23,24,多种疾病与空气、水质等的环境的恶化有关。,20,4597019,1.性别：男2.年龄：413.糖尿病类型：Ⅱ型糖尿病4.患病日期：14年11月5.治疗方式：二甲双瓜6.出生地：河南7.目前居住地：驻马店8.注册原因：了解糖尿病知识9.你是从什么地方知道甜蜜家园的:百度就是这些了，新糖人来啦！！,168
372495,3859373,15,2014/2/26 20:27,24, 是的，你空腹和餐后血糖都很高，能用泵是最好的，但费用高一点。,31,4597194,刚运动完，感觉有点头晕，心跳也不正常，怎么回事求解,242
372495,3860232,17,2014/2/27 10:26,24, 知道。,4,4601123,新人报到，发病两年，1.5型，怀孕5个多月，,242
372657,3860804,8,2014/2/27 14:35,24,医生诊断你有胰島素抵抗？如果服用二甲双胍后体重下降，应看医生换药。,33,4613773,我来啦！我要晋级！,40
372722,3861689,8,2014/2/27 19:00,24,你老号用户名是什么？,10,4244817,怎么吃完饭总是餐后1小时高啊，有时候半小时会到8以上，怎么办呢,25
372758,3862693,6,2014/2/28 9:20,24,餐后两小时血糖的意义 http://www.tnbz.com/a/meter_zhi/2012/4788.html,57,4961794,#N/A,53
372722,3862719,11,2014/2/28 9:29,24, “一直空腹7.5左右，餐后都正常”只要看医生调整一下用药，每年节前都去医院上胰岛素泵“调理”没有必要。,52,4980460,"最近锻炼的多，每天早上中午晚上都要走路，平均每天有10公里左右吧。前几天一次就9公里，最近体重又减少了1公斤。225952crrmsecmfrteht5v.jpg(1.32MB,下载次数:0)下载附件保存到相册2015-5-622:59上传",25
372775,3862725,2,2014/2/28 9:31,24,晚餐后2小时血糖5.3偏低了，睡前血糖测过吗？,23,4991302,这老头是不是真专家呀，他怎么推荐那个金什么柳茶的呀,11
372667,3862794,8,2014/2/28 9:48,24,你身高体重是多少，目前应查分型抗体，才能对症治疗控制。,27,4992160,复诊医生说我是二型，控制的蛮好的，未来几年都不用打针！太开森。开了二甲，以后早晚各一粒二甲和维格列汀片。,235
372879,3864895,15,2014/2/28 21:51,24, 降糖药你每天达美康才1粒、格华止也只是1.5粒，用量较少。,30,4995944,今天第一天吃二甲，早餐吃两个自制的窝头一个鸡蛋，餐一11，餐二，9.1什么节奏啊,18
372879,3864935,26,2014/2/28 21:59,24, 很好，用药减少、血糖正常，说明你的胰岛功能有了改善。,27,4996536,是不是吃得少，会出现乏力呢我觉得脚没力气哦,18
372912,3865667,3,2014/3/1 9:46,24,二小时血糖俏高一点，如果饮食的量标准就很可以了。,24,4203423,#N/A,12
372918,3865674,2,2014/3/1 9:47,24,情绪对血糖有影响。,9,4326863,#N/A,24
372918,3865699,4,2014/3/1 9:52,24, 不会飙升的，玩吧。,10,4836286,#N/A,24
372898,3865738,4,2014/3/1 10:05,24,请咨询一下医生是否可将佳维乐改为二甲双胍。,21,4836309,#N/A,163
372980,3867014,9,2014/3/1 19:22,24,他们“不用终生吃药”的概念就是你通过治疗控制，一生中有几天可以不用药，这就是不用终生吃药了。,46,4838046,#N/A,46
372980,3867018,10,2014/3/1 19:27,24,"那一家正规医院的院长会这样亮相呢： 5.jpg (35.22 KB, 下载次数: 12) 下载附件 ?保存到相册 2014-3-1 19:26 上传",74,4838163,#N/A,46
372980,3867018,11,2014/3/1 19:27,24,"那一家正规医院的院长会这样亮相呢： 5.jpg (35.22 KB, 下载次数: 12) 下载附件 ?保存到相册 2014-3-1 19:26 上传",74,4839923,#N/A,46
372994,3867401,15,2014/3/1 21:47,24,可恶的骗子，让它充分表现吧！,14,4658714,#N/A,186
372999,3867411,9,2014/3/1 21:52,24, 晚餐主食不应少于二两面粉的量。,16,4940777,#N/A,115
372999,3867456,12,2014/3/1 22:04,24, 二两面粉是生的。,9,4956395,#N/A,115
372999,3867506,15,2014/3/1 22:21,24, 是的，糖尿病人饮食控制主食每天不应少于250g（米或面粉的重量）。,34,4567770,请教如何控制空腹血糖最近餐后血糖控制得还行，大部分在8以下，但是空腹一直在7左右，不知道有没有好办法控制下,115
372859,3867527,17,2014/3/1 22:28,24,餐后血糖高应服拜糖平，但拜糖平伤肝，转氨酶偏高不要服，看医生另用药吧。,35,4569822,昨夜突然降温，结果起床晚了~~一觉睡到9点钟，想来测出的血糖也不准，干脆就不测了~~不知道睡懒觉对血糖有怎么的影响,69
373095,3869449,5,2014/3/2 20:33,24, 非磺脲类降糖药与磺脲类降糖药可以联合使用，但用得不合理就会低血糖，而且如果重复过量便用，会加速胰島功能的衰退。 一天一次格列本脲作基础量，餐后血糖偏高再用点那格列奈或瑞格列奈，这样用药的人也较多。,99,4571866,自从确诊后就减少饭量~~早餐一律荞麦面条，中午和晚上主食都是白米饭，一顿一小碗，没称过，大概一两多，大部分情况下饭后一小时快走半小时，直到感觉气喘，微热微汗，然后从每天下午两三点开始就老感觉隐隐有点饿~~晚上也是，不知道是不是吃得偏少了，还是运动量偏大最近这两天实在受不了就在下午4点左右吃十几颗炒蚕豆或喝一袋纯牛奶~~,241
373095,3869463,6,2014/3/2 20:39,24, 在论坛上说“糖尿病的重要原因之一是因为负责分泌胰岛素的脾脏出问题了”那才是不负责任的行为。,46,4629059,这几天在给孩子断奶，感觉血糖好难控制啊，有没有有经验的宝妈来说说，断奶后会有什么变化啊。,241
373103,3869482,5,2014/3/2 20:49,24,尿蛋白+/-是应少吃豆制品，尿液中有少量小泡沫与尿蛋白+/-无关，但你应去医院复查个尿微量蛋白。,48,4648878,本来想好好调血糖试管要个孩子，可是血糖越调越乱，想放弃,46
373112,3870240,2,2014/3/3 9:07,24,尿微量白蛋白比尿白蛋白更敏感、精确。,18,4655565,今天睡吃过晚饭后胃里不舒服2小时后都吐了，血糖2.6没有低血糖感觉，想着该吃点东西，还在饼干时低血糖感觉很大手抖出汗，感快吃了个果冻，还没好就吃了一老婆饼，一片面包，一个米老头，一块糖还想吃，没敢吃，就躺下睡了一小时，感觉好多了，没那么难受了，想着吃了好多一定高血糖了，一测3.6还是低，唉，不知道吃啥好了，胃里不好受，不吃也不行，就吃了一柚子，打了10个单位睡觉，希望明天不要高血糖，好担心宝宝，听说低血糖宝宝在妈妈肚子里缺氧，宝宝一定要坚强,9
373181,3871416,6,2014/3/3 15:51,24,你现在身高体重是多少，医院糖化参考值是多少，现在每天用多少药。,31,4658835,请问下大家！为什么我血糖3.7没有症状只有血糖2.多会眼花一点多才出汗的感觉啊是血糖仪不准还是我感觉迟钝啊！好费解,252
373181,3871512,10,2014/3/3 16:23,24, 你的胰島功能恢复得很好，糖化你只偏高0.1问题不大。,27,4660914,我是一个月查一尿常规，三个月查一糖化，是不是孕后期要勤查呢,252
373208,3871526,2,2014/3/3 16:27,24,你测一下睡前血糖是多少。,12,4665800,三个多月测糖化血红蛋白6.9是不是太高了一直没怎么控制好！哎可是我静脉血和指血测第一次先测指血后测静脉血结果指血低一个可是第二次先测静脉血在测指血！指血就比静脉血低1.8个了！这是怎么回事太痛苦了怎么回事,51
373208,3872320,9,2014/3/3 21:47,24, 半夜3点6点多、空腹6.4-6.8是黎明现象，晚二甲什么时间吃的，问题不大，看医调整一下用药。,48,4666514,这三天又空腹高了，6-7点几，夜间血糖4-5很好了，可空腹又上去了，N已加到11单位，还接着加吗，关键是一加量夜间要测血糖，就睡不好，有知道该怎么办的吗,51
373208,3872360,10,2014/3/3 21:59,24, 你只知道“早晚饭前吃0.5克的二甲肠溶片。空腹与餐后都OK”，不知说了多少回了，每个人的胰島功能不同，用药也不同的。,59,4692688,连续五天中午8-9.点多，加量也越来越高，还要加吗，已经15个单位了，要加到几,51
373112,3872504,4,2014/3/3 22:45,24, 尿蛋白定性+比尿微量白蛋白严重些，但如果你刚发现糖尿病，血糖长期偏高，通过治疗控制会好转的，饮食应少吃豆制品，蛋白质应选用优质动物蛋白。,69,4699585,有糖妈这样吗这几天一直血糖不高昨天五点3.多吃东西6点5.多一天没怎么打胰岛素血糖也在六点多七那转！又不敢停胰岛素！今早上4.7。10点多饿了吃饭后不到1小时测量5.7。前五个月从没有这样过！因为对低血糖不敏感好怕老低血糖！血糖高害怕血糖低也害怕！好烦啊！为什么会这样！,9
373181,3872514,13,2014/3/3 22:54,24, 楼主查出糖尿病时空腹血糖都21.5了，不该去医院那去那里？！,31,4723966,这几天老是空腹高，加量不管用，医生让住院调胰岛素，可是住院也不见得就调下来呀，正在犹豫中,252
373181,3872518,14,2014/3/3 22:59,24, 裸奔必须加强饮食控制和运动，你血糖和体重也必须保持正常，如果做不到就应该用药。,40,4468932,一周前中餐25只饺子（肉菜混合），餐2是14.3；今日中餐同样饺子13只，餐2是6.5；所以餐量与血糖相关性。,252
373112,3872526,8,2014/3/3 23:10,24, 禽蛋类（蛋黄、内脏除外）和鱼、虾类就是优质动物蛋白。,27,4482635,今天早上8点半陪领导做接待，安排几位同事吃早点（牛肉米线），另外切了1斤牛肉拌凉片吃，13点10分准备吃个午餐，觉得肚子不太饿，可能是早上吃多了，测一下血糖，都快4个半小时了，居然测到7.1，吓死我了，连忙吃下两片二甲双胍，然后做保健操运动20分钟，换个手指又测一下，4.7，怎么办啊这波动也太快太大，我在犹豫到底还吃不吃午饭，着急啊！我该怎么办啊！,9
373112,3873789,10,2014/3/4 14:48,24, 你好，尿蛋白是微量问题不大，努力控制，争取早曰逆转。,27,4483316,今天一天餐2都7+晚上餐27.5餐35.9有些饿啊。。。这是低血糖反映吗70克面食熟重，一个鸡腿，菜吃饱。。,9
373286,3873903,5,2014/3/4 15:14,24, 尿常规检查能确定微量很不错了。,16,4483679,卡尔加里大学RonaldSigal博士当前，超重和肥胖青少年通常都被建议进行锻炼，但是，关于这些青少年应该进行何种类型锻炼方面的证据非常有限。多余脂肪有可能会引起有氧运动能力受损，但却不会影响力量锻炼（抗阻运动）能力。此外，与有氧运动提升有氧适能相比，抗阻运动提高力量通常更为明显，而且速度也更快。为了评估有氧运动、抗阻运动、以及有氧运动联合抗阻运动对超重和肥胖青少年体内脂肪含量的影响，我们进行了HEARTY试验研究。该研究中，共有304例青少年受试者被随机分到有氧运动组、抗阻运动组、有氧运动与抗阻运动联合锻炼组、或非运动对照组。有氧运动课程每节课持续35~45分钟，受试者心率要求达到最高心率的65%至80%，而抗阻运动课程每节课包括6~7个训练动作，每个动作重复8次，共进行3套，当健康状况良好时，通过完成整套动作，受试者最大负重有可能提升8倍。整个研究期间，受试者依从性并不是太令人满意，不同干预组的受试者每周完成的课程中位数为2.2~2.6，都达不到研究指定的每周4节课程。然而，三个运动干预组体脂百分含量虽然仅是轻度下降，但具有临床和统计学意义。研究发现，至少完成70%指定课程（例如，平均每周至少进行2.8节运动课程）的受试者体内脂肪有更大幅度的下降，而且，有氧运动与抗阻运动联合锻炼组受试者体内脂肪下降幅度明显高于单纯有氧运动组。此外，以往在成年2型糖尿病患者中进行的研究也发现，有氧运动与抗阻运动联合锻炼对成年2型糖尿病患者极为有益。监护指导下运动训练的益处在HEARTY试验干预治疗期间可能没有完全体现出来。整个干预治疗期间，许多受试者体内脂肪含量仅轻度下降。但是，当多年以后对受试者进行回访时，受试者称，通过参与这项试验研究，他们获得了极大的自信，试验结束后的1~2年期间，他们体重下降非常明显，甚至有些患者能减重超过100磅，而且，他们还能维持减重效果。这是否意味着所有超重和肥胖青少年都应该起始有氧运动与抗阻运动联合锻炼计划不尽然。运动锻炼对超重和肥胖青少年体脂百分含量的影响虽有统计学意义，但下降幅度很少。饮食控制与运动锻炼相结合的方案花费相对较高，而且现有资源也无法总能满足方案实施需要。然而，对于想要通过运动锻炼获得最大减肥效果，并愿意为之投入必要时间和精力的青少年而言，他们非常有可能通过有氧运动和抗阻运动联合锻炼成功提升适能，降低体重。,55
373355,3874332,2,2014/3/4 17:04,24,越歪越好，吹喇叭气足！,11,4483920,确证糖尿病后，我就没敢吃花生，以前特别爱吃，现在也特别想吃，请问各位朋友，糖尿病人到底能不能吃花生。,92
373112,3874931,12,2014/3/4 21:15,24, 大家都是这样过耒的。,11,4487167,两个肩膀累,9
373390,3874962,6,2014/3/4 21:35,24, 很好，24h尿总蛋白在参考值内，微量蛋白为0。,24,4489999,你们牛奶跟主食一起吃吗,18
373112,3875010,14,2014/3/4 22:07,24, 病人就是患者，怎能是医生呢,14,4490031,我只知道脂肪过多摄入不好，，，，，，，，，，，，,9
373395,3875090,2,2014/3/4 22:43,24,二甲缓释片虽作用时间比二甲肠溶片长，但餐后短吋间内的降糖作用弱了，所以餐后血糖偏高了，餐后血糖偏高又影响了空腹血糖。,58,4491482,兹介绍几则关于饥饿的故事《战国策·齐策四》中讲了这样一件事：有一次，齐宣王要任用处士颜斶做官，以利禄引诱他，说做官后可以“食必太牢，出必乘车”。颜斶毫不动心，坚决辞谢，表明自己愿回家自在生活，“晚食以当肉，安步以当车”。他所说的“晚食以当肉”，就是在饥饿的时候再进食，即使粗劣的食物吃起来也像吃肉似的好吃。我国宋代大文学家苏轼就很推崇这种方法。北宋元丰三年，他被贬到黄州任团练副使，生活异常困苦。他就是用此法来“享受生活”、度过贫困的。他在《答毕仲举书》中说：“偶读《战国策》，见处士颜斶之语：‘晚食以当肉’，欣然而笑。若斶者，可谓巧于居贫者也。菜羹菽黍，差饥而食，其味与八珍等……”他当时虽然吃的是“菜羹菽黍”等粗饭，但总是饥饿了以后再吃，因而感觉就像吃山珍海味一样香甜。至于用“饥饿疗法”防病治病，中外古书上都早有记载。2600年前古埃及的一张莎草纸上，就写有这么一句话：“人吃得太多，只有四分之一是为自己吃，其余的四分之三养活了医生。”我国战国时期编写的《黄帝内经》一书，就把“饥饿”作为一种治病的方法列入其中。而曹雪芹的小说《红楼梦》中，也有多处谈到用饥饿的方法治病健身。如第四十二回中写王太医给巧姐儿诊病，就说：“我说了，姐儿又要骂我了，只是要清清静静饿两顿就好了……”第五十三回写道：“这贾宅中的风俗秘法，无论上下，只一略有些伤风咳嗽，总以净饿为主，次则服药调养。”晴雯伤风，“净饿了两三日，又谨慎服药调治……便渐渐的好了”。第一百零九回写贾母因多吃了些，胸口饱闷，鸳鸯要去告诉贾政，贾母不让，说：“我饿一顿就好了，你们快别嚷。”从这些描写中可以看出，深谙医学的曹雪芹对王太医惯用、贾府一向奉行的“饥饿疗法”，是充分肯定的。除防病治病外，“饥饿疗法”还能增人健康，延年益寿。传说有一次乾隆皇帝到江南私访，微服来到浙江西塘镇的关帝庙进香。他见住在庙中的慧灵和尚虽已年过花甲，却精神矍铄，身体健康，便向他请教长寿之道。慧灵正色答道：“施主若问长寿秘道，那也容易，即要常以‘鸡’‘鹅’为食，常思‘鸡’‘鹅’为本，此乃是人之根本。施主若能切记，自然会悟出秘道。”乾隆回到住地，又把慧灵的长寿秘道反复吟了几遍，顿时恍然大悟：“鸡”“鹅”与“饥饿”谐音，莫不是要我节制饮食、知道饥饿吗这位万岁爷是不是从慧灵那里得到养生秘诀，不得而知。但他能在位60年，活了89岁，成为中国历史上最长寿的皇帝，肯定与他合理的生活方式、节制饮食有关。很难相信，一个整天在山珍海味中暴饮暴食者能够如此健康长寿。,226
373376,3875107,16,2014/3/4 22:52,24,“连续3个晚饭后低血糖”用药没有改变吧，早、午餐后血糖正常吗？ 你明天再测一下晚餐前和餐后血糖。,48,4492766,"11月14日是联合国糖尿病日，今年的主题是“健康饮食与糖尿病”。对于“糖友”来说都知道健康饮食的重要性，但是，究竟哪些饮食习惯和食物更能有效防控糖尿病呢据《印度时报》报道，《糖尿病护理》杂志刊登的加拿大一项新研究发现，每天吃坚果有助于控制2型糖尿病病情，防治糖尿病并发症。多伦多大学营养科学系的大卫·詹金斯博士及其同事对117名2型糖尿病患者展开了相关研究。结果发现，2型糖尿病患者每天以2盎司(约合57克)坚果取代富含碳水化合物的食物，可有效控制血糖和血脂。南京市中西医结合医院内分泌科主任张永文介绍说，坚果中含有丰富的蛋白质、不饱和脂肪酸以及维生素等营养元素，有助于糖友们稳定血糖、调节代谢。但是目前市场上出售的坚果很多都是盐焗类的，这一类坚果因其口感好，广受欢迎，但其中含有大量“隐性盐”，大大超过人均日摄入量标准，高血压及糖尿病患者一定不要多吃，坚果类食品最好每日食用25-30克为宜。据英国《每日邮报》报道，日本科学家在考虑体重、性别、年龄、家族糖尿病史、烟酒摄取量、血压和胆固醇等因素的同时，对比了爱吃点心或半夜吃东西等不良饮食习惯，发现吃东西太快是最容易增加糖尿病患病风险的坏习惯，这类人发展为糖尿病前期的风险是健康人的两倍。Img355905598.jpg(41.81KB,下载次数:33)下载附件保存到相册2014-11-1214:00上传该院糖尿病专科护理门诊程艳主管护师介绍说，一般进食过快容易吃得多。食物进入人体后血糖会升高，当升到一定水平，大脑食欲中枢就会发出停止进食的信号。如果饮食过快，当大脑发出停止进食的信号时，往往已经吃入过多的食物，易导致餐后血糖过高。建议糖友平时吃饭养成细嚼慢咽的习惯。2014-11-1204:55来源：金陵晚报我有话说□通讯员杨璞金陵晚报记者苏丽萍",118
373376,3875114,17,2014/3/4 22:59,24,人家咨询病情，没有什么玩笑可开，灌水请去杂谈版。,24,4934487,每天在家早晚打胰岛素各8个单位。浑身没劲。今天去检查，大夫让住院做一下系统检查，抽了5管血，验尿，CT。彩超，心电图。医院血糖仪测4.6。大夫不让打胰岛素了。午餐后9.6。没用药，高吗,118
373395,3875116,6,2014/3/4 23:04,24,  剂量没有改变吧，肠溶是短效，单位时间内的降糖作用比缓释片強，特别是餐后血糖。,40,4949616,"美国科学家近日在人体内发现了一种全新的“好”脂肪，它可提高胰岛素敏感性，降低血糖值，从而防治糖尿病。研究人员10月9日在美国《细胞》杂志上发表报告说，这种“好”脂肪是一种叫做“脂肪酸羟基脂肪酸”的脂质分子，此前没有引起人们注意，是因为它在人体细胞和组织内的水平较低。1.jpg(86.55KB,下载次数:0)下载附件保存到相册2015-4-2310:34上传脂质分子一般不利于健康，但也有少数脂质分子例外，如鱼油中含有的欧米伽-3型脂肪酸。但与哺乳动物自身无法生成欧米伽-3型脂肪酸不一样的是，人体自身便能制造并分解“脂肪酸羟基脂肪酸”分子。参与研究的美国索尔克研究所的阿兰·沙格泰利安教授说，有益脂质的种类不多，根据“脂肪酸羟基脂肪酸”表现出的功能，可以将其归入有益脂质。这一“好”脂肪是在研究一种脂肪酸水平较高的糖尿病抵抗小鼠时被发现的。脂肪酸水平高一般是胰岛素抵抗和葡萄糖不耐受的信号，但这种小鼠恰恰相反，不仅胰岛素敏感性提高，而且血糖水平得到控制。研究人员结合使用质谱分析和化学分析发现，此种小鼠的“脂肪酸羟基脂肪酸”水平比正常小鼠高出16到18倍。进一步研究显示，这种脂质分子导致小鼠血糖水平降低，胰岛素水平升高。研究人员还调查了存在胰岛素抵抗问题的糖尿病高风险人群，结果发现他们体内的“脂肪酸羟基脂肪酸”水平比正常人低50%至75%。研究人员认为，这些结果表明“脂肪酸羟基脂肪酸”水平的变化与糖尿病相关，因此这种脂肪酸有可能作为一种新方法防治糖尿病。此外，该分子还可减轻炎症，说明它也有潜力用于治疗类风湿性关节炎等炎性疾病。（本文转自中国科学院）",226
373504,3877532,2,2014/3/5 19:34,24,应参考检测医院报告单值。,12,4949778,我时不时感觉皮肤刺痛，问医生，医生没表示，我说我准备吃VB多维片，医生就说对我的刺痛有好处，难道是神经并发症啦！,37
373533,3878366,8,2014/3/6 9:01,24,主要还是食物吸收的问题，但食物吸收过快与过慢都不好。,26,4950026,发现糖尿病时，尿糖4+，那时以测尿糖为主，有尿必测。试纸便宜，仅2元一盒，没有采血的痛苦。后来尿糖就逐步降低，直至测不出来。有了血糖仪就不再测尿糖了。去看医生，问起尿糖情况，我直接回答现在没有尿糖。回来想想，没有通过检测，只是凭臆断回答。因此又去买了尿糖试纸，测了几次，果真是没有尿糖，这才放心。,44
